"Transaction_ID,Product_Key,Supplier_Key,Date_Key,Quantity_Sold,Quantity_Ordered,Actual_Lead_Time_Days"
"TXN001219,P002,S03,20260403,40,53,9"
"TXN001220,P002,S01,20250611,13,114,6"
"TXN001221,P001,S03,20260115,75,112,2"
"TXN001222,P004,S03,20250328,34,192,4"
"TXN001223,P002,S02,20250224,67,85,3"
"TXN001224,P004,S01,20260421,39,78,9"
"TXN001225,P004,S04,20250627,17,118,12"
"TXN001226,P005,S04,20260126,50,160,26"
"TXN001227,P001,S03,20251215,60,193,5"
"TXN001228,P004,S04,20250108,13,149,14"
"TXN001229,P001,S04,20251109,40,90,22"
"TXN001230,P005,S04,20260319,7,197,21"
"TXN001231,P001,S03,20251124,23,97,3"
"TXN001232,P002,S04,20250223,32,179,18"
"TXN001233,P004,S03,20250827,27,193,8"
"TXN001234,P001,S02,20250817,11,160,5"
"TXN001235,P003,S02,20260802,18,111,9"
"TXN001236,P001,S04,20250220,50,156,16"
"TXN001237,P004,S02,20260901,19,155,2"
"TXN001238,P005,S03,20260827,71,181,6"
"TXN001239,P005,S02,20250921,19,162,3"
"TXN001240,P004,S04,20260222,55,117,19"
"TXN001241,P002,S03,20250406,12,138,6"
"TXN001242,P002,S01,20250329,73,127,4"
"TXN001243,P005,S03,20250319,66,124,9"
"TXN001244,P005,S02,20251015,55,74,5"
"TXN001245,P004,S01,20250430,67,56,7"
"TXN001246,P002,S03,20260506,72,162,7"
"TXN001247,P005,S01,20260328,20,85,9"
"TXN001248,P002,S01,20260515,28,59,3"
"TXN001249,P005,S01,20250614,10,162,2"
"TXN001250,P001,S03,20250701,61,85,9"
"TXN001251,P003,S02,20260414,35,67,7"
"TXN001252,P001,S03,20250107,10,183,6"
"TXN001253,P005,S02,20251126,33,184,5"
"TXN001254,P003,S03,20261104,71,151,5"
"TXN001255,P003,S03,20250531,79,189,7"
"TXN001256,P005,S03,20250326,7,74,3"
"TXN001257,P005,S02,20250527,32,82,6"
"TXN001258,P002,S03,20260916,78,136,8"
"TXN001259,P005,S01,20260116,52,122,7"
"TXN001260,P004,S03,20260702,14,55,5"
"TXN001261,P005,S01,20251012,37,186,5"
"TXN001262,P004,S04,20261201,71,116,24"
"TXN001263,P005,S04,20250323,73,193,21"
"TXN001264,P002,S02,20260529,16,142,9"
"TXN001265,P004,S02,20261210,61,157,2"
"TXN001266,P001,S04,20260607,48,75,22"
"TXN001267,P004,S03,20260121,17,87,4"
"TXN001268,P002,S03,20261208,28,191,5"
"TXN001269,P004,S03,20260416,48,152,8"
"TXN001270,P005,S04,20250429,61,91,14"
"TXN001271,P005,S01,20260131,20,196,10"
"TXN001272,P002,S02,20260616,25,115,8"
"TXN001273,P003,S01,20250918,55,91,7"
"TXN001274,P005,S04,20250913,25,87,15"
"TXN001275,P001,S01,20250814,64,190,5"
"TXN001276,P002,S03,20250222,55,155,5"
"TXN001277,P004,S03,20260515,25,145,3"
"TXN001278,P004,S01,20260521,10,119,8"
"TXN001279,P001,S04,20251230,77,87,17"
"TXN001280,P005,S01,20251007,69,146,5"
"TXN001281,P002,S03,20260816,62,157,5"
"TXN001282,P001,S03,20261215,10,168,5"
"TXN001283,P005,S04,20250607,69,123,21"
"TXN001284,P002,S01,20260924,38,106,4"
"TXN001285,P004,S03,20250228,60,159,8"
"TXN001286,P002,S03,20261228,79,128,4"
"TXN001287,P003,S01,20250508,7,85,5"
"TXN001288,P002,S01,20261222,46,106,3"
"TXN001289,P003,S02,20250425,66,178,8"
"TXN001290,P002,S04,20250728,10,52,24"
"TXN001291,P003,S04,20260610,10,63,21"
"TXN001292,P004,S01,20260605,67,83,6"
"TXN001293,P005,S04,20260706,24,119,18"
"TXN001294,P003,S03,20250825,25,118,2"
"TXN001295,P003,S01,20251008,6,153,3"
"TXN001296,P004,S01,20251225,60,78,7"
"TXN001297,P003,S01,20250720,14,97,5"
"TXN001298,P001,S02,20251005,74,143,3"
"TXN001299,P004,S04,20250823,27,128,13"
"TXN001300,P001,S02,20260509,34,166,7"
"TXN001301,P004,S03,20250104,41,193,7"
"TXN001302,P003,S04,20261028,59,187,12"
"TXN001303,P001,S02,20260318,53,196,6"
"TXN001304,P003,S01,20250129,38,116,6"
"TXN001305,P004,S02,20250419,48,181,4"
"TXN001306,P003,S01,20260902,26,124,8"
"TXN001307,P001,S02,20261228,35,77,5"
"TXN001308,P001,S02,20250316,11,170,2"
"TXN001309,P003,S02,20250526,25,58,5"
"TXN001310,P002,S01,20250508,20,183,8"
"TXN001311,P004,S02,20250211,24,172,5"
"TXN001312,P004,S04,20251222,47,98,14"
"TXN001313,P003,S04,20250210,48,140,21"
"TXN001314,P002,S04,20250203,51,174,20"
"TXN001315,P001,S01,20250117,23,125,5"
"TXN001316,P005,S01,20261108,52,199,6"
"TXN001317,P005,S04,20250602,73,153,16"
"TXN001318,P003,S04,20260113,15,198,16"
"TXN001319,P002,S04,20260811,33,82,21"
"TXN001320,P002,S03,20260822,49,102,4"
"TXN001321,P004,S04,20260921,72,89,25"
"TXN001322,P001,S02,20251208,40,67,8"
"TXN001323,P002,S03,20250127,52,62,3"
"TXN001324,P005,S03,20251014,19,123,8"
"TXN001325,P001,S01,20261008,48,145,6"
"TXN001326,P001,S02,20250617,71,154,8"
"TXN001327,P003,S01,20260902,78,180,6"
"TXN001328,P002,S01,20250925,44,199,5"
"TXN001329,P003,S02,20260331,18,116,5"
"TXN001330,P002,S01,20261116,67,82,2"
"TXN001331,P004,S02,20260205,55,51,7"
"TXN001332,P003,S02,20260421,62,124,4"
"TXN001333,P003,S01,20261203,19,123,7"
"TXN001334,P005,S04,20260926,69,184,25"
"TXN001335,P003,S01,20260712,59,192,4"
"TXN001336,P002,S03,20260730,14,75,4"
"TXN001337,P005,S01,20250510,46,188,8"
"TXN001338,P003,S02,20251229,15,177,5"
"TXN001339,P003,S03,20261206,20,76,8"
"TXN001340,P004,S02,20261124,77,184,4"
"TXN001341,P003,S04,20251019,23,178,24"
"TXN001342,P001,S04,20260106,35,70,17"
"TXN001343,P005,S03,20250129,77,128,6"
"TXN001344,P001,S04,20250529,57,143,22"
"TXN001345,P005,S04,20251023,12,57,21"
"TXN001346,P004,S01,20250111,28,132,8"
"TXN001347,P003,S01,20260527,12,52,3"
"TXN001348,P003,S04,20261107,52,104,17"
"TXN001349,P003,S04,20250423,34,192,19"
"TXN001350,P005,S01,20250706,62,85,4"
"TXN001351,P003,S04,20250815,59,55,22"
"TXN001352,P001,S04,20251106,77,170,16"
"TXN001353,P003,S02,20250408,66,91,4"
"TXN001354,P004,S04,20250224,52,99,22"
"TXN001355,P001,S03,20260915,8,161,3"
"TXN001356,P003,S02,20261026,41,195,4"
"TXN001357,P003,S03,20260210,12,99,7"
"TXN001358,P002,S04,20250310,5,79,24"
"TXN001359,P005,S01,20251108,74,88,6"
"TXN001360,P001,S02,20251016,51,165,2"
"TXN001361,P002,S01,20260702,79,189,7"
"TXN001362,P004,S02,20250528,9,108,4"
"TXN001363,P005,S01,20260412,54,125,8"
"TXN001364,P001,S02,20250901,28,181,5"
"TXN001365,P003,S02,20260506,51,97,8"
"TXN001366,P001,S03,20260522,22,191,5"
"TXN001367,P003,S01,20251231,32,130,4"
"TXN001368,P005,S03,20260427,9,98,2"
"TXN001369,P003,S03,20250720,34,116,4"
"TXN001370,P004,S01,20250603,5,126,6"
"TXN001371,P003,S02,20260326,50,186,6"
"TXN001372,P004,S03,20260516,73,70,7"
"TXN001373,P005,S01,20250314,35,154,8"
"TXN001374,P005,S02,20261214,74,121,6"
"TXN001375,P001,S03,20251023,60,65,6"
"TXN001376,P004,S03,20250117,32,193,8"
"TXN001377,P004,S03,20261003,20,77,6"
"TXN001378,P002,S02,20250805,58,129,4"
"TXN001379,P002,S03,20250302,57,106,4"
"TXN001380,P002,S02,20260908,16,159,2"
"TXN001381,P003,S04,20250211,24,101,15"
"TXN001382,P002,S03,20250125,38,133,2"
"TXN001383,P004,S04,20250208,57,97,20"
"TXN001384,P003,S01,20250511,68,176,8"
"TXN001385,P005,S03,20260513,27,147,4"
"TXN001386,P001,S01,20250817,31,167,4"
"TXN001387,P002,S01,20250418,21,142,7"
"TXN001388,P005,S01,20250621,52,116,5"
"TXN001389,P004,S04,20260311,25,123,20"
"TXN001390,P001,S02,20260423,54,133,7"
"TXN001391,P005,S04,20250412,44,59,16"
"TXN001392,P001,S04,20260608,7,194,16"
"TXN001393,P002,S01,20251002,21,167,4"
"TXN001394,P004,S03,20260905,65,146,2"
"TXN001395,P001,S02,20250213,54,55,6"
"TXN001396,P005,S01,20250117,10,67,7"
"TXN001397,P002,S02,20251126,32,121,6"
"TXN001398,P002,S04,20260723,76,138,24"
"TXN001399,P005,S02,20260512,59,91,5"
"TXN001400,P005,S02,20250112,62,53,7"
"TXN001401,P001,S03,20251114,49,69,6"
"TXN001402,P003,S01,20260815,76,77,4"
"TXN001403,P002,S02,20250804,23,153,8"
"TXN001404,P001,S02,20251205,33,93,6"
"TXN001405,P005,S04,20261023,27,72,22"
"TXN001406,P001,S04,20250322,36,96,13"
"TXN001407,P005,S02,20261228,14,62,6"
"TXN001408,P004,S01,20260430,53,193,5"
"TXN001409,P005,S02,20260109,69,144,4"
"TXN001410,P005,S02,20261211,33,65,8"
"TXN001411,P005,S03,20250719,63,168,6"
"TXN001412,P003,S01,20260621,49,166,3"
"TXN001413,P005,S03,20260411,71,59,5"
"TXN001414,P002,S01,20250330,55,171,7"
"TXN001415,P002,S01,20250925,15,87,4"
"TXN001416,P001,S01,20261017,10,93,4"
"TXN001417,P003,S03,20260725,71,144,5"
"TXN001418,P001,S03,20260504,66,123,6"
"TXN001419,P002,S03,20260622,9,162,4"
"TXN001420,P002,S04,20250216,13,100,20"
"TXN001421,P004,S03,20251015,32,101,6"
"TXN001422,P005,S04,20250116,42,141,19"
"TXN001423,P002,S04,20261212,47,108,9"
"TXN001424,P001,S04,20260205,25,62,19"
"TXN001425,P001,S02,20250327,66,61,5"
"TXN001426,P005,S02,20250907,50,99,6"
"TXN001427,P005,S02,20260126,74,106,4"
"TXN001428,P004,S04,20251201,42,168,17"
"TXN001429,P003,S04,20260921,53,106,21"
"TXN001430,P001,S01,20260603,79,57,8"
"TXN001431,P005,S04,20250517,43,155,13"
"TXN001432,P001,S02,20261119,75,186,7"
"TXN001433,P005,S04,20260513,34,169,23"
"TXN001434,P002,S04,20261228,25,112,21"
"TXN001435,P001,S01,20260422,5,121,8"
"TXN001436,P002,S04,20260817,36,180,16"
"TXN001437,P001,S03,20250811,12,62,8"
"TXN001438,P003,S01,20260107,73,186,4"
"TXN001439,P004,S04,20260206,34,101,19"
"TXN001440,P002,S04,20260319,12,111,16"
"TXN001441,P005,S01,20260505,23,168,5"
"TXN001442,P003,S04,20260907,63,158,12"
"TXN001443,P001,S02,20250930,59,57,2"
"TXN001444,P002,S03,20260610,34,144,8"
"TXN001445,P001,S03,20250608,40,174,2"
"TXN001446,P001,S02,20250601,59,102,6"
"TXN001447,P001,S04,20260912,48,112,13"
"TXN001448,P004,S04,20250707,31,144,15"
"TXN001449,P004,S03,20250408,58,130,7"
"TXN001450,P005,S04,20250511,52,106,19"
"TXN001451,P002,S03,20250620,34,196,5"
"TXN001452,P003,S03,20250702,43,116,8"
"TXN001453,P003,S02,20251230,17,95,5"
"TXN001454,P003,S03,20250208,20,143,8"
"TXN001455,P001,S04,20260611,48,187,14"
"TXN001456,P004,S04,20260512,75,162,14"
"TXN001457,P002,S01,20260531,31,142,5"
"TXN001458,P001,S04,20251215,49,195,19"
"TXN001459,P004,S01,20260201,39,189,4"
"TXN001460,P004,S03,20261223,32,98,5"
"TXN001461,P002,S04,20250610,11,72,24"
"TXN001462,P002,S02,20250116,66,111,5"
"TXN001463,P002,S02,20260508,55,60,2"
"TXN001464,P001,S02,20260302,50,122,2"
"TXN001465,P005,S03,20250418,24,167,10"
"TXN001466,P002,S03,20260326,42,137,8"
"TXN001467,P005,S01,20251107,65,138,5"
"TXN001468,P001,S02,20250619,36,104,7"
"TXN001469,P005,S01,20260630,30,58,6"
"TXN001470,P003,S01,20260218,62,61,8"
"TXN001471,P005,S04,20250908,43,188,14"
"TXN001472,P002,S04,20250521,24,162,14"
"TXN001473,P001,S02,20251001,54,57,8"
"TXN001474,P002,S03,20260220,56,85,3"
"TXN001475,P003,S04,20260831,26,174,19"
"TXN001476,P002,S03,20250208,57,99,5"
"TXN001477,P002,S01,20250129,70,156,7"
"TXN001478,P002,S01,20260422,47,58,6"
"TXN001479,P004,S01,20251114,27,116,5"
"TXN001480,P003,S01,20250902,68,102,5"
"TXN001481,P002,S02,20261128,13,131,4"
"TXN001482,P002,S01,20250929,11,159,5"
"TXN001483,P002,S04,20260316,45,194,23"
"TXN001484,P001,S01,20250827,58,102,5"
"TXN001485,P004,S03,20260112,69,163,8"
"TXN001486,P001,S04,20250923,6,112,21"
"TXN001487,P004,S03,20251225,8,192,6"
"TXN001488,P002,S03,20251206,36,68,5"
"TXN001489,P003,S02,20260124,6,173,4"
"TXN001490,P005,S02,20260731,68,135,9"
"TXN001491,P005,S03,20261120,18,119,7"
"TXN001492,P002,S03,20250103,24,96,5"
"TXN001493,P001,S01,20260305,53,157,9"
"TXN001494,P003,S04,20250522,12,69,21"
"TXN001495,P004,S01,20260111,67,86,3"
"TXN001496,P002,S02,20261101,50,179,5"
"TXN001497,P003,S02,20251120,25,85,7"
"TXN001498,P003,S01,20250526,36,182,9"
"TXN001499,P004,S04,20251020,12,113,28"
"TXN001500,P003,S03,20261027,20,56,6"
"TXN001501,P001,S01,20260308,44,169,7"
"TXN001502,P001,S02,20261206,31,71,4"
"TXN001503,P001,S04,20260808,22,95,15"
"TXN001504,P003,S02,20260203,39,159,2"
"TXN001505,P001,S04,20251210,56,95,20"
"TXN001506,P004,S04,20250520,19,77,24"
"TXN001507,P003,S04,20250706,67,136,22"
"TXN001508,P005,S01,20250302,57,84,6"
"TXN001509,P003,S01,20260115,70,178,8"
"TXN001510,P004,S01,20261211,35,58,11"
"TXN001511,P005,S04,20260316,65,58,15"
"TXN001512,P003,S04,20251115,68,71,9"
"TXN001513,P001,S02,20251029,38,119,6"
"TXN001514,P002,S03,20251210,59,190,8"
"TXN001515,P002,S01,20250111,63,196,2"
"TXN001516,P001,S04,20250303,7,114,22"
"TXN001517,P002,S02,20250814,21,189,5"
"TXN001518,P002,S02,20250602,50,92,6"
"TXN001519,P001,S02,20261212,42,66,4"
"TXN001520,P001,S01,20260718,39,117,4"
"TXN001521,P003,S01,20260725,5,78,3"
"TXN001522,P003,S03,20260807,33,184,7"
"TXN001523,P001,S02,20261022,8,93,4"
"TXN001524,P004,S01,20260729,65,182,6"
"TXN001525,P002,S02,20251106,21,183,6"
"TXN001526,P003,S04,20250831,32,56,14"
"TXN001527,P002,S02,20260508,54,103,6"
"TXN001528,P005,S03,20260101,12,95,6"
"TXN001529,P001,S01,20251126,38,187,8"
"TXN001530,P004,S04,20250417,63,53,24"
"TXN001531,P005,S01,20250814,22,140,3"
"TXN001532,P005,S04,20250806,63,110,20"
"TXN001533,P005,S02,20260521,31,160,2"
"TXN001534,P001,S02,20250916,20,86,7"
"TXN001535,P003,S03,20260601,14,52,8"
"TXN001536,P001,S03,20250223,26,62,2"
"TXN001537,P003,S04,20250216,20,137,17"
"TXN001538,P005,S03,20261228,16,125,4"
"TXN001539,P005,S03,20261120,79,57,5"
"TXN001540,P004,S03,20260605,55,132,4"
"TXN001541,P003,S03,20250409,5,58,5"
"TXN001542,P005,S02,20250120,31,127,7"
"TXN001543,P002,S03,20260727,71,173,5"
"TXN001544,P004,S02,20260505,16,195,4"
"TXN001545,P001,S02,20260223,34,91,5"
"TXN001546,P004,S01,20261121,13,90,5"
"TXN001547,P002,S02,20250303,57,138,5"
"TXN001548,P003,S02,20250525,65,126,4"
"TXN001549,P001,S03,20250804,58,103,6"
"TXN001550,P001,S02,20250103,41,146,8"
"TXN001551,P003,S04,20250609,69,147,13"
"TXN001552,P004,S03,20250430,46,105,6"
"TXN001553,P005,S03,20250330,53,149,7"
"TXN001554,P004,S03,20251125,8,194,5"
"TXN001555,P002,S01,20260803,68,59,8"
"TXN001556,P005,S03,20251223,55,93,5"
"TXN001557,P004,S02,20260902,76,179,3"
"TXN001558,P003,S04,20250924,64,191,13"
"TXN001559,P002,S03,20260909,35,179,7"
"TXN001560,P002,S03,20251119,76,68,7"
"TXN001561,P002,S04,20260927,62,129,25"
"TXN001562,P005,S03,20260625,8,138,7"
"TXN001563,P001,S01,20261011,26,50,5"
"TXN001564,P005,S02,20250714,7,179,6"
"TXN001565,P004,S04,20251128,51,76,19"
"TXN001566,P001,S04,20250619,42,51,17"
"TXN001567,P004,S01,20260605,37,187,4"
"TXN001568,P001,S02,20260408,52,68,2"
"TXN001569,P005,S01,20250209,69,190,4"
"TXN001570,P002,S02,20260621,30,163,5"
"TXN001571,P003,S01,20250918,12,105,2"
"TXN001572,P002,S03,20260130,54,144,4"
"TXN001573,P005,S01,20250814,42,198,7"
"TXN001574,P001,S04,20250504,14,106,24"
"TXN001575,P002,S04,20250207,46,151,16"
"TXN001576,P005,S04,20251124,41,119,16"
"TXN001577,P004,S01,20250908,30,131,4"
"TXN001578,P003,S04,20250625,16,98,16"
"TXN001579,P002,S04,20260825,53,140,23"
"TXN001580,P001,S03,20260330,18,54,9"
"TXN001581,P004,S03,20250206,50,106,2"
"TXN001582,P005,S02,20251112,39,141,4"
"TXN001583,P003,S02,20261119,33,85,2"
"TXN001584,P001,S02,20260816,16,187,5"
"TXN001585,P005,S01,20250424,48,161,5"
"TXN001586,P005,S02,20250209,70,197,6"
"TXN001587,P002,S01,20251028,6,62,7"
"TXN001588,P002,S01,20250812,63,171,7"
"TXN001589,P001,S02,20251114,21,158,2"
"TXN001590,P005,S02,20251215,14,196,5"
"TXN001591,P002,S01,20250425,22,141,2"
"TXN001592,P003,S03,20261129,26,151,9"
"TXN001593,P003,S04,20251119,62,105,17"
"TXN001594,P005,S04,20260722,57,94,13"
"TXN001595,P002,S04,20250209,5,109,16"
"TXN001596,P001,S03,20250209,65,103,6"
"TXN001597,P001,S01,20251016,35,86,7"
"TXN001598,P001,S02,20250919,35,86,8"
"TXN001599,P003,S01,20250804,70,63,6"
"TXN001600,P002,S01,20250527,23,144,5"
"TXN001601,P002,S02,20251202,57,151,7"
"TXN001602,P003,S03,20250617,78,91,7"
"TXN001603,P001,S04,20250402,26,50,19"
"TXN001604,P001,S04,20251219,27,72,22"
"TXN001605,P005,S01,20260725,19,77,4"
"TXN001606,P004,S03,20260725,30,181,5"
"TXN001607,P002,S04,20261112,7,67,10"
"TXN001608,P002,S03,20251229,24,98,8"
"TXN001609,P002,S02,20260711,44,96,5"
"TXN001610,P004,S01,20251211,43,164,8"
"TXN001611,P005,S01,20261124,76,88,4"
"TXN001612,P004,S03,20250619,22,55,6"
"TXN001613,P001,S04,20251222,45,102,19"
"TXN001614,P001,S03,20250710,74,74,4"
"TXN001615,P002,S02,20261029,31,148,6"
"TXN001616,P003,S04,20260226,19,114,24"
"TXN001617,P002,S04,20261201,41,182,26"
"TXN001618,P003,S03,20250107,62,57,7"
"TXN001619,P004,S02,20250513,9,88,3"
"TXN001620,P001,S04,20260711,77,160,13"
"TXN001621,P003,S01,20250131,11,92,8"
"TXN001622,P004,S02,20260619,45,131,4"
"TXN001623,P001,S04,20260302,14,172,21"
"TXN001624,P003,S03,20260129,66,182,6"
"TXN001625,P002,S04,20261103,30,53,24"
"TXN001626,P002,S01,20251229,72,157,7"
"TXN001627,P002,S02,20260313,28,142,5"
"TXN001628,P004,S04,20261101,45,178,27"
"TXN001629,P002,S01,20260705,69,143,7"
"TXN001630,P005,S04,20250323,21,105,21"
"TXN001631,P001,S04,20251222,28,52,16"
"TXN001632,P004,S02,20250915,31,71,3"
"TXN001633,P002,S03,20261219,11,105,5"
"TXN001634,P001,S03,20260812,77,67,3"
"TXN001635,P003,S01,20260608,16,165,5"
"TXN001636,P002,S01,20251022,7,133,7"
"TXN001637,P001,S01,20250812,14,79,7"
"TXN001638,P005,S02,20260609,37,129,5"
"TXN001639,P003,S03,20250215,50,115,11"
"TXN001640,P005,S01,20261029,63,59,8"
"TXN001641,P001,S01,20250423,56,108,5"
"TXN001642,P005,S04,20250821,10,100,23"
"TXN001643,P001,S04,20250117,6,172,16"
"TXN001644,P001,S01,20251226,33,186,6"
"TXN001645,P005,S04,20250811,44,103,17"
"TXN001646,P001,S04,20261201,65,130,14"
"TXN001647,P002,S04,20260324,72,186,21"
"TXN001648,P001,S02,20251231,72,58,5"
"TXN001649,P004,S01,20261106,33,150,6"
"TXN001650,P001,S01,20251122,66,88,5"
"TXN001651,P004,S04,20260412,64,185,15"
"TXN001652,P001,S02,20260218,45,159,9"
"TXN001653,P001,S04,20260331,69,115,19"
"TXN001654,P005,S02,20260809,68,59,5"
"TXN001655,P002,S01,20250821,67,166,3"
"TXN001656,P002,S04,20250812,52,132,24"
"TXN001657,P003,S01,20260216,24,188,7"
"TXN001658,P005,S02,20260726,41,183,6"
"TXN001659,P005,S03,20251201,68,119,3"
"TXN001660,P002,S02,20250810,9,88,9"
"TXN001661,P005,S03,20250206,38,62,5"
"TXN001662,P002,S01,20251005,43,108,4"
"TXN001663,P005,S01,20250715,71,116,5"
"TXN001664,P001,S04,20260429,66,90,20"
"TXN001665,P002,S03,20250830,28,84,5"
"TXN001666,P002,S02,20251120,7,130,2"
"TXN001667,P004,S01,20250711,75,83,6"
"TXN001668,P005,S03,20250117,71,125,7"
"TXN001669,P005,S02,20260608,54,119,4"
"TXN001670,P002,S03,20260205,33,60,9"
"TXN001671,P001,S02,20261206,78,161,7"
"TXN001672,P001,S02,20250122,36,76,6"
"TXN001673,P001,S02,20260419,43,97,3"
"TXN001674,P005,S02,20250430,13,73,6"
"TXN001675,P004,S03,20250729,18,67,6"
"TXN001676,P002,S03,20251102,72,76,5"
"TXN001677,P003,S04,20250927,68,103,22"
"TXN001678,P004,S03,20261205,24,104,5"
"TXN001679,P003,S03,20261118,32,169,5"
"TXN001680,P004,S04,20251012,18,70,16"
"TXN001681,P001,S03,20261217,48,164,5"
"TXN001682,P005,S02,20261107,43,169,5"
"TXN001683,P003,S01,20250815,32,107,5"
"TXN001684,P004,S01,20260116,68,103,5"
"TXN001685,P005,S04,20260405,36,195,22"
"TXN001686,P003,S03,20250107,13,52,9"
"TXN001687,P002,S03,20250129,32,178,3"
"TXN001688,P004,S04,20250202,21,55,24"
"TXN001689,P002,S01,20261008,59,68,7"
"TXN001690,P001,S02,20250320,14,135,4"
"TXN001691,P002,S03,20260404,10,164,5"
"TXN001692,P002,S04,20260724,52,172,20"
"TXN001693,P004,S02,20260622,79,185,2"
"TXN001694,P001,S04,20260427,71,122,18"
"TXN001695,P002,S04,20260306,45,96,21"
"TXN001696,P005,S04,20251012,64,134,16"
"TXN001697,P003,S01,20260531,46,77,3"
"TXN001698,P002,S01,20250409,75,95,6"
"TXN001699,P001,S04,20260201,32,181,27"
"TXN001700,P002,S03,20260504,17,169,4"
"TXN001701,P003,S02,20250208,19,185,4"
"TXN001702,P001,S03,20250928,40,165,5"
"TXN001703,P004,S01,20250606,19,110,9"
"TXN001704,P001,S02,20250316,79,66,2"
"TXN001705,P004,S04,20250510,60,83,22"
"TXN001706,P001,S03,20261118,8,69,5"
"TXN001707,P003,S03,20250325,56,92,5"
"TXN001708,P003,S04,20250122,14,59,14"
"TXN001709,P001,S03,20260404,49,143,5"
"TXN001710,P002,S01,20260623,33,164,4"
"TXN001711,P003,S04,20261208,57,176,16"
"TXN001712,P004,S03,20260117,33,159,2"
"TXN001713,P004,S04,20260316,27,156,12"
"TXN001714,P005,S02,20260827,61,154,6"
"TXN001715,P004,S04,20250121,54,120,24"
"TXN001716,P005,S03,20251030,25,133,12"
"TXN001717,P001,S01,20250325,47,52,7"
"TXN001718,P001,S04,20261021,14,95,16"
"TXN001719,P001,S04,20260329,34,75,11"
"TXN001720,P002,S03,20260122,55,187,7"
"TXN001721,P002,S01,20260522,37,57,3"
"TXN001722,P005,S01,20250914,22,104,4"
"TXN001723,P004,S02,20260724,26,140,7"
"TXN001724,P004,S02,20260611,68,187,6"
"TXN001725,P001,S03,20250611,25,163,4"
"TXN001726,P003,S01,20250612,5,128,2"
"TXN001727,P002,S01,20260608,19,150,6"
"TXN001728,P002,S02,20250928,40,135,6"
"TXN001729,P001,S02,20260507,51,94,9"
"TXN001730,P002,S03,20250727,58,99,2"
"TXN001731,P001,S01,20260623,36,113,6"
"TXN001732,P005,S04,20260807,62,144,22"
"TXN001733,P004,S02,20250301,50,51,5"
"TXN001734,P003,S03,20260306,58,144,2"
"TXN001735,P004,S01,20261019,37,111,4"
"TXN001736,P004,S01,20260828,43,191,6"
"TXN001737,P005,S02,20251105,27,123,5"
"TXN001738,P002,S03,20260604,47,149,6"
"TXN001739,P003,S04,20260814,59,160,24"
"TXN001740,P002,S02,20250127,6,153,5"
"TXN001741,P004,S03,20261117,70,64,8"
"TXN001742,P001,S01,20260716,42,63,5"
"TXN001743,P004,S04,20250718,33,76,20"
"TXN001744,P002,S03,20260122,71,134,5"
"TXN001745,P004,S04,20251215,75,58,20"
"TXN001746,P001,S03,20261124,40,69,7"
"TXN001747,P005,S03,20260620,33,128,7"
"TXN001748,P002,S03,20260113,41,106,6"
"TXN001749,P004,S03,20260712,49,193,2"
"TXN001750,P002,S04,20260611,20,149,21"
"TXN001751,P005,S02,20250602,35,124,2"
"TXN001752,P004,S04,20250725,38,185,16"
"TXN001753,P004,S03,20260331,54,116,2"
"TXN001754,P002,S04,20250930,69,68,25"
"TXN001755,P002,S04,20250824,66,154,20"
"TXN001756,P001,S04,20260605,47,60,17"
"TXN001757,P005,S03,20261109,60,100,8"
"TXN001758,P001,S04,20261227,19,175,21"
"TXN001759,P004,S01,20260516,52,129,6"
"TXN001760,P002,S03,20250427,53,103,6"
"TXN001761,P004,S04,20260121,48,66,17"
"TXN001762,P004,S01,20251210,14,73,3"
"TXN001763,P003,S04,20260807,24,194,22"
"TXN001764,P003,S02,20260130,74,97,5"
"TXN001765,P004,S04,20250305,12,133,11"
"TXN001766,P002,S04,20261218,49,56,21"
"TXN001767,P004,S02,20261222,38,191,6"
"TXN001768,P003,S03,20250313,55,60,9"
"TXN001769,P002,S02,20251001,8,61,6"
"TXN001770,P004,S03,20251116,43,159,3"
"TXN001771,P005,S02,20251204,28,182,2"
"TXN001772,P005,S04,20260101,59,182,24"
"TXN001773,P004,S04,20260510,30,177,18"
"TXN001774,P002,S03,20260830,29,197,4"
"TXN001775,P004,S03,20250615,40,103,4"
"TXN001776,P004,S01,20260628,75,104,8"
"TXN001777,P003,S01,20250111,78,128,6"
"TXN001778,P005,S04,20251028,62,139,23"
"TXN001779,P003,S04,20261230,16,146,19"
"TXN001780,P003,S01,20250412,5,176,4"
"TXN001781,P004,S01,20260301,54,79,9"
"TXN001782,P003,S03,20260127,29,73,5"
"TXN001783,P005,S02,20250802,9,180,7"
"TXN001784,P003,S03,20261122,72,171,8"
"TXN001785,P005,S01,20250329,10,149,6"
"TXN001786,P003,S04,20260707,30,120,14"
"TXN001787,P005,S01,20260205,59,199,4"
"TXN001788,P003,S04,20260811,43,63,21"
"TXN001789,P003,S04,20250215,13,97,21"
"TXN001790,P002,S04,20261103,49,78,24"
"TXN001791,P005,S04,20260408,18,99,23"
"TXN001792,P005,S02,20260815,59,187,4"
"TXN001793,P005,S01,20251106,13,76,8"
"TXN001794,P001,S03,20250327,19,128,3"
"TXN001795,P003,S04,20250402,41,145,21"
"TXN001796,P005,S04,20261022,54,186,28"
"TXN001797,P001,S03,20261104,76,120,6"
"TXN001798,P002,S03,20261215,25,129,2"
